Review,food_rating,service_rating,atmosphere_rating,Review_clean,Review_en,sentiment
Always have a great service and wounderful foods...,,,,Always have a great service and wounderful foods...,Always have a great service and wonderful food...,positive
The sashimi was okay but the slices are too thick. The slices should be slimmer. The sushi are too big that you can't put into the mouth in one go. I prefer Wa Zen for the price and quality,,,,The sashimi was okay but the slices are too thick. The slices should be slimmer. The sushi are too big that you can't put into the mouth in one go. I prefer Wa Zen for the price and quality,The sashimi was fine but the slices are too thick the slices should be slimmer the sushi is too big to put in the mouth in one go i prefer wa zen for the price and quality,negative
"Great Japanese food, definitely worth a try.",,,,"Great Japanese food, definitely worth a try.","Great Japanese food, definitely worth a try.",positive
Great Japanese Food. Must try,,,,Great Japanese Food. Must try,Great Japanese food.,positive
"Nice ambience and efficient service.Food (including the sashimi) was fresh, and good value. The staff were friendly and polite. Shortly after ordering, the food arrived one dish after another. Within moments, all our orders (for 2 adults and 2 kids) were served.We were walk-in diners. The manager (I think) was flexible enough to offer us a table that was reserved for 8 pm. And politely offered  that she will be able to offer us that table if we could finish our dinner by 8 pm. Now this is one service-oriented staff.Overall, a pleasant and nice dining experience.",,,,"Nice ambience and efficient service.Food (including the sashimi) was fresh, and good value. The staff were friendly and polite. Shortly after ordering, the food arrived one dish after another. Within moments, all our orders (for 2 adults and 2 kids) were served.We were walk-in diners. The manager (I think) was flexible enough to offer us a table that was reserved for 8 pm. And politely offered that she will be able to offer us that table if we could finish our dinner by 8 pm. Now this is one service-oriented staff.Overall, a pleasant and nice dining experience.","Nice atmosphere and efficient service.Food (including sashimi) was fresh, and good value.The staff were friendly and polite.Shortly after ordering, the food arrived one dish after another.In a few moments, all our orders (for 2 adults and 2 children) were served.We were walk-in diners.The manager (I think) was flexible enough to offer us a table that was reserved for 8 pm.And politely offered that she will be able to offer us that table if we could finish our dinner by 8 pm.Now this is one service-oriented staff.Overall, a pleasant and nice dining experience.",positive
"Nice place for sushi/japanese food! Very affordable, nice staff, good food. Will be back for sure!",,,,"Nice place for sushi/japanese food! Very affordable, nice staff, good food. Will be back for sure!","Very affordable, nice staff, good food.",positive
没讨厌的感觉，不错吃,,,,没讨厌的感觉，不错吃,"I don't hate it, I like to eat.",positive
Excellent service and food quality. Recommended and reasonable price.,,,,Excellent service and food quality. Recommended and reasonable price.,"Excellent service and food quality, recommended and reasonable price.",positive
"Tasty food, good environment",,,,"Tasty food, good environment","Delicious food, good environment",positive
Very nice!!,,,,Very nice!!,Very nice!!,positive
整体是不错，但价格越來越高，份量也变少了。,,,,整体是不错，但价格越來越高，份量也变少了。,"Overall, it's good, but the prices are getting higher and the shares are getting smaller.",positive
Oishi! Went for lunch. The lunch set consider more budget friendly! Reach and order before 1pm to get a free cawamushi for lunch set bento! We missed it.,,,,Oishi! Went for lunch. The lunch set consider more budget friendly! Reach and order before 1pm to get a free cawamushi for lunch set bento! We missed it.,Oishi! went to lunch. the lunch set consider more budget friendly! reach and order before 1 pm to get a free cawamushi for lunch set bento! we missed it.,positive
nice food & fresh,,,,nice food & fresh,Nice food & fresh,positive
"Yummy yummy. Very fresh sashimi and good variety of Japanese dishes. Good service, affordable pricing and nice ambience.",,,,"Yummy yummy. Very fresh sashimi and good variety of Japanese dishes. Good service, affordable pricing and nice ambience.","Yummy yummy, very fresh sashimi and a good variety of Japanese dishes, good service, affordable prices and nice ambiance.",positive
"Very unprofessional! Just because your customer wear tshirt and shorts doesn't mean they cant pay for your japanese food.. if they cant, they wont even visit your restaurant.. the manager and staffs there looked down on us and dont even bother serving us.. we called the same staff for 3 times for refill of our drinks, he asked us to wait and we've waited for 30mins for the refill! It's not even crowded when we were there.. this is so unprofessional!! And the food sucks! The salmon sashimi taste like a fake sashimi! Highly NOT recommended!!",,,,"Very unprofessional! Just because your customer wear tshirt and shorts doesn't mean they cant pay for your japanese food.. if they cant, they wont even visit your restaurant.. the manager and staffs there looked down on us and dont even bother serving us.. we called the same staff for 3 times for refill of our drinks, he asked us to wait and we've waited for 30mins for the refill! It's not even crowded when we were there.. this is so unprofessional!! And the food sucks! The salmon sashimi taste like a fake sashimi! Highly NOT recommended!!","Very unprofessional! Just because your customers wear shirts and shorts doesn't mean they can't pay for your Japanese food.. if they can't, they won't even visit your restaurant.. the manager and staff there looked down on us and don't even bother serving us.. we called the same staff 3 times to refill our drinks, he asked us to wait and we've waited 30 minutes for the refill! It's not even crowded when we were there.. this is so unprofessional!! And the food sucks! The salmon sashimi tastes like a fake sashimi! highly NOT recommended!!",negative
Good and affordable Japanese food.,,,,Good and affordable Japanese food.,Good and affordable Japanese food.,positive
Decent place for decent Japanese food! Prices are reasonable.,,,,Decent place for decent Japanese food! Prices are reasonable.,A decent place for decent Japanese food!,neutral
Food is good...pleasant waiters,,,,Food is good...pleasant waiters,Food is good...pleasant waiters,positive
Good food and good service. Price slightly on the higher side but overall experience is good. Worth a visit once in a while,,,,Good food and good service. Price slightly on the higher side but overall experience is good. Worth a visit once in a while,Good food and good service. Price slightly on the higher side but overall experience is good. Worth a visit once in a while,positive
"One of the best restaurant serving Japanese cuisine. Great ambience and it is  comfortable dining here. There are value set meals available for lunch till 1pm, with many main dishes options to choose from. Good and attentive service. Reasonable value set meal price of RM18.80 /set.  There are ample parking outside the restaurant.",,,,"One of the best restaurant serving Japanese cuisine. Great ambience and it is comfortable dining here. There are value set meals available for lunch till 1pm, with many main dishes options to choose from. Good and attentive service. Reasonable value set meal price of RM18.80 /set. There are ample parking outside the restaurant.","One of the best restaurants serving Japanese cuisine. Great atmosphere and it is comfortable dining here. There are value set meals available for lunch until 1pm, with many main dish options to choose from. Good and attentive service. Reasonable value set meal price of RM18.80 /set. There is ample parking outside the restaurant.",positive
Great service and food. Sashimi were fresh and generously sliced.,,,,Great service and food. Sashimi were fresh and generously sliced.,Sashimi was fresh and generously sliced.,positive
Good quality Japanese but a bit pricey,,,,Good quality Japanese but a bit pricey,Good quality Japanese but a bit expensive,positive
环境舒服，食物好吃。,,,,环境舒服，食物好吃。,"The environment is comfortable, the food is delicious.",positive
"Love the cha Soba especially the sauce which is towards the more authentic taste, recommended unique goma tempura and sukiyaki.Average taste will be their sushi especially the truffle sushi.They also serve a varieties of set which is suitable for familyOverall is a nice dining experience!",,,,"Love the cha Soba especially the sauce which is towards the more authentic taste, recommended unique goma tempura and sukiyaki.Average taste will be their sushi especially the truffle sushi.They also serve a varieties of set which is suitable for familyOverall is a nice dining experience!","Love the cha Soba especially the sauce which is towards the more authentic taste, recommended unique goma tempura and sukiyaki.The average taste will be their sushi especially the truffle sushi.They also serve a variety of set which is suitable for familyOverall is a nice dining experience!",positive
말라카 No.1 일식집,,,,말라카 No.1 일식집,Malaka No.1 일식집,positive
Good food 😊,,,,Good food 😊,Good food 😊,positive
"Fresh sashimi...friendly staff..food preparation time is short eventhough the restaurant is full..if you go before 1pm, the lunch set is so worth and cheap. One of the best sashimi in melaka other than wazen..",,,,"Fresh sashimi...friendly staff..food preparation time is short eventhough the restaurant is full..if you go before 1pm, the lunch set is so worth and cheap. One of the best sashimi in melaka other than wazen..","Fresh sashimi...friendly staff..food preparation time is short although the restaurant is full..if you go before 1pm, the lunch set is so worthwhile and cheap.",positive
The menu was changed since I last had the food years ago. It is not as delicious as it was. A bit disappointed.,,,,The menu was changed since I last had the food years ago. It is not as delicious as it was. A bit disappointed.,The menu was changed since I last ate the food years ago. It's not as delicious as it was.,negative
食物好吃，大分。。。值得一试,,,,食物好吃，大分。。。值得一试,"The food is delicious, mostly. It's worth a try.",positive
マラッカにある日本料理レストランです。店員さんで日本語を話せるスタッフはいませんでした。メニューが写真入で、日本料理を知らないガイジンさんには利用しやすいと思います。 …More,,,,マラッカにある日本料理レストランです。店員さんで日本語を話せるスタッフはいませんでした。メニューが写真入で、日本料理を知らないガイジンさんには利用しやすいと思います。,It's a Japanese restaurant in Malacca. The store owner didn't have any staff who could speak Japanese. The menu was photographed and I think it's easy to use for girls who don't know Japanese cuisine.,neutral
Nice japanese food,,,,Nice japanese food,Nice Japanese food.,positive
"New menu, great food and ambience",,,,"New menu, great food and ambience","New menu, great food and atmosphere",positive
Service is fantastic.,,,,Service is fantastic.,The service is fantastic.,positive
"Consider Expensive for local blue collar level, the food are good, the sushi were fresh, probably one of the freshest among the Japanese restaurants",,,,"Consider Expensive for local blue collar level, the food are good, the sushi were fresh, probably one of the freshest among the Japanese restaurants","Consider expensive for local blue collar level, the food is good, the sushi was fresh, probably one of the freshest among Japanese restaurants",positive
Love the new updated menu...,,,,Love the new updated menu...,I love the newly updated menu...,positive
"Decent portion. Taste average. Service average, they forgot to serve my hot tea though 😞",,,,"Decent portion. Taste average. Service average, they forgot to serve my hot tea though 😞","Decent portion, average taste, average service, they forgot to serve my hot tea though ",negative
"Good food and variety.  Prices reasonable. Good service  , quite fast",,,,"Good food and variety. Prices reasonable. Good service , quite fast","Good food and variety, reasonable prices, good service, fast.",positive
"Ordered set lunches. Food okay, service is a bit slow even on a normal day lunch time.",,,,"Ordered set lunches. Food okay, service is a bit slow even on a normal day lunch time.","Ordered set lunches. Food okay, service is a little slow even on a normal day lunch time.",neutral
"Great food with many choices, from uncook to cooked. The dining environment always on tip top. In terms of money, it'll be slightly pricy, but they serve the quality. If want budget style, drop by for lunch from 12pm. They have cheaper set lunch. If coming for dinner with a lot people during the holidays, make sure you book, because they always full house.",,,,"Great food with many choices, from uncook to cooked. The dining environment always on tip top. In terms of money, it'll be slightly pricy, but they serve the quality. If want budget style, drop by for lunch from 12pm. They have cheaper set lunch. If coming for dinner with a lot people during the holidays, make sure you book, because they always full house.","Great food with many choices, from raw to cooked. The dining environment is always on tip top. In terms of money, it will be slightly expensive, but they serve the quality. If you want budget style, stop by for lunch from 12pm. They have cheaper set lunch. If you come for dinner with a lot of people during the holidays, make sure you book, because they are always full house.",positive
"价格公道，食物yummy yummy, 去马六甲必去的一间日本餐",,,,"价格公道，食物yummy yummy, 去马六甲必去的一间日本餐","Price road, food yummy yummy, a must-see Japanese meal in Malayalam",positive
"Nice selection of choice, standard of food is good .",,,,"Nice selection of choice, standard of food is good .","Nice selection of choice, quality of food is good.",positive
Nice ambience with good quality value for money food. Choices of food is fantastic.,,,,Nice ambience with good quality value for money food. Choices of food is fantastic.,Nice atmosphere with good quality value for money food choices of food is fantastic.,positive
Fresh sashimi,,,,Fresh sashimi,Fresh sashimi,positive
"This is the first time I ate dinner here and I like the Garlic Rice, the Saba Teriyaki and the ice-cream.",,,,"This is the first time I ate dinner here and I like the Garlic Rice, the Saba Teriyaki and the ice-cream.","This is the first time I've eaten dinner here and I like Garlic Rice, Saba Teriyaki and the ice cream.",positive
อาหารอร่อย,,,,อาหารอร่อย,อาหารอร่อย  food  food  food  food  food  food  food  food  food  food,neutral
"The restaurant is clean n nice, ordered a Unagi set lunch, it is fresh n nice",,,,"The restaurant is clean n nice, ordered a Unagi set lunch, it is fresh n nice","The restaurant is clean n nice, ordered a Unagi set lunch, it's fresh n nice",positive
"Good and nice Japanese food. (Very good quality, the sashimi is fresh )",,,,"Good and nice Japanese food. (Very good quality, the sashimi is fresh )","Good and nice Japanese food. (Very good quality, the sashimi is fresh)",positive
Mice,,,,Mice,Rats and mice,negative
很不错。。。,,,,很不错。。。,That's good.,positive
"Nice food, nice place but price had sadly gone up quite a bit.",,,,"Nice food, nice place but price had sadly gone up quite a bit.","Nice food, nice place but the price had sadly gone up quite a bit.",positive
食物都不错，挺好吃的价钱稍微有一点点贵啦，不过挺值的，就是寿司有点少。。,,,,食物都不错，挺好吃的价钱稍微有一点点贵啦，不过挺值的，就是寿司有点少。。,"The food is good, the price is a bit expensive, but it's worth a little bit of sushi.",positive
新鲜服务好什么都好,,,,新鲜服务好什么都好,Fresh service is good.,positive
Food is always good.  Cosy place.,,,,Food is always good. Cosy place.,The food is always good.,positive
Average Japanese,,,,Average Japanese,Average Japanese,neutral
Usually crowded during dinner time. Suggested to do a phone booking or you will need to queue. Food serving time was acceptable and speedy. Non-halal Japanese Restaurant which is rare in KL. Food are good but the miso soup tasted weird. Lots of parking in this area.,,,,Usually crowded during dinner time. Suggested to do a phone booking or you will need to queue. Food serving time was acceptable and speedy. Non-halal Japanese Restaurant which is rare in KL. Food are good but the miso soup tasted weird. Lots of parking in this area.,Usually crowded during dinner time. Suggested to make a phone reservation or you will need to queue. Food serving time was acceptable and fast. Non-halal Japanese Restaurant which is rare in KL. Food is good but the miso soup tasted weird. A lot of parking in this area.,positive
Very nice environment n good service,,,,Very nice environment n good service,Very nice environment n good service,positive
"Good quality food, wide menu and reasonable prices make this a popular Japanese outlet in Malacca where queues can be long so consider booking in advance.",,,,"Good quality food, wide menu and reasonable prices make this a popular Japanese outlet in Malacca where queues can be long so consider booking in advance.","Good quality food, wide menu and reasonable prices make this a popular Japanese outlet in Malacca where queues can be long so consider booking in advance.",positive
"Went there to get some yee sang for the family. Bought the medium one for 4 pax, the plate was clean thereafter. The very next day end up at the same place and bought the large one. Very satisfying.",,,,"Went there to get some yee sang for the family. Bought the medium one for 4 pax, the plate was clean thereafter. The very next day end up at the same place and bought the large one. Very satisfying.","I went there to get some yee sang for the family. bought the medium one for 4 pax, the plate was clean afterwards. the very next day ended up in the same place and bought the big one. very satisfying.",positive
Not bad,,,,Not bad,It's not bad.,positive
Delicious Japanese food,,,,Delicious Japanese food,Delicious Japanese food,positive
Service is fast and professional. The varities of food is ample to choose from and i like their sashimi best.,,,,Service is fast and professional. The varities of food is ample to choose from and i like their sashimi best.,"The service is fast and professional, the varieties of food are ample to choose from and I like their sashimi best.",positive
"Fast service, but a bit expensive compared to others",,,,"Fast service, but a bit expensive compared to others","Fast service, but a bit expensive compared to others",neutral
Great food,,,,Great food,Great food .,positive
Great food. Great ambiance. Always my go-to place for a celebratory dins,,,,Great food. Great ambiance. Always my go-to place for a celebratory dins,"Great food, great atmosphere, always my favorite place for a celebratory dinner.",positive
Value for money,,,,Value for money,Value for money,positive
Food quality deteriorated compared to my previous visit. Common Japanese food where you can Find in most Japanese restaurant. You can try their Shiro ramen.,,,,Food quality deteriorated compared to my previous visit. Common Japanese food where you can Find in most Japanese restaurant. You can try their Shiro ramen.,The quality of the food deteriorated compared to my previous visit. Common Japanese food where you can find in most Japanese restaurants. You can try their Shiro ramen.,negative
Quality Japanese gourmets,,,,Quality Japanese gourmets,Quality Japanese gourmets,positive
Delicious,,,,Delicious,Delicious .,positive
Serve nice Japanese cuisine,,,,Serve nice Japanese cuisine,Serve nice Japanese cuisine,positive
Самый лучший ресторан японской кухни,,,,Самый лучший ресторан японской кухни,The best restaurant of Japanese cuisine,positive
Lunch set before 1pm is good deal,,,,Lunch set before 1pm is good deal,Lunch set before 1pm is a good deal,positive
"If you like Japanese foods, here is the best choice for you. Good service, clean, delicious food, fast servings.",,,,"If you like Japanese foods, here is the best choice for you. Good service, clean, delicious food, fast servings.","If you like Japanese food, here's the best choice for you: good service, clean, delicious food, fast portions.",positive
环境舒适,,,,环境舒适,The environment is comfortable,positive
The ramen was very good,,,,The ramen was very good,The ramen was very good.,positive
nice food and nice environment oso,,,,nice food and nice environment oso,Nice food and nice environment oso,positive
Good service. Good delicious fresh food.,,,,Good service. Good delicious fresh food.,"Good service, delicious fresh food.",positive
The place is understaffed and service is not really that great. The food could be better for the price charged.,,,,The place is understaffed and service is not really that great. The food could be better for the price charged.,The place is understaffed and the service isn't really that great.,negative
Good food and environment,,,,Good food and environment,Good food and environment,positive
Variety of choice but further improve of their service is needed. Price is on a high side for Melaka.,,,,Variety of choice but further improve of their service is needed. Price is on a high side for Melaka.,A variety of choices but further improvement of their service is needed.,negative
Fresh sashimi and nice place to dine.,,,,Fresh sashimi and nice place to dine.,Fresh sashimi and a nice place to dine.,positive
"Some dieshes are delicious, but pricy. Prefer another Japanese restaurant",,,,"Some dieshes are delicious, but pricy. Prefer another Japanese restaurant","Some dishes are delicious, but expensive.",neutral
Bad service attitude,,,,Bad service attitude,Bad service attitude,negative
A good place to enjoy Japanese cuisine,,,,A good place to enjoy Japanese cuisine,A good place to enjoy Japanese cuisine,positive
Very very bad food quality. Ramen soup isnt thick at all. Salmon maki is very very disappointing. Won't visit again. Hopefully Pavilion branch quality not affected. Won't visit melaka branch anymore.,,,,Very very bad food quality. Ramen soup isnt thick at all. Salmon maki is very very disappointing. Won't visit again. Hopefully Pavilion branch quality not affected. Won't visit melaka branch anymore.,"Very, very poor food quality. Ramen soup is not thick at all. Salmon maki is very very disappointing. Will not visit again. Hopefully Pavilion branch quality is not affected. Will not visit melaka branch anymore.",negative
食物好吃，环境也不错,,,,食物好吃，环境也不错,Food is good and the environment is bad.,neutral
Highly recommended for Japanese food lovers...,,,,Highly recommended for Japanese food lovers...,Highly recommended for Japanese food lovers...,positive
food is good but a little pricey,,,,food is good but a little pricey,Food is good but a little expensive,positive
Another good place for Japanese food,,,,Another good place for Japanese food,Another good place for Japanese food,positive
"Variety of cuisine, but non-halal",,,,"Variety of cuisine, but non-halal","Variety of cuisine, but non-halal",neutral
"Good food, big variety to choose from",,,,"Good food, big variety to choose from","Good food, wide variety to choose from",positive
Satisfying to have a meal here. A tad pricy but totally worth it. Family friendly as well.,,,,Satisfying to have a meal here. A tad pricy but totally worth it. Family friendly as well.,"It's satisfying to have a meal here, a little expensive but totally worth it, family friendly as well.",positive
Good.,,,,Good.,That's a good one.,positive
Serves Amazing Japanese Food. Best one around.,,,,Serves Amazing Japanese Food. Best one around.,Serves amazing Japanese food.,positive
"Overall food is alright but don't try the Wagyu series. The beef is substandard at best, and you are most likely paying for some bad cuts... I am not a food expert but having tried many Wagyu elsewhere, I have my doubt about the Wagyu served here.",,,,"Overall food is alright but don't try the Wagyu series. The beef is substandard at best, and you are most likely paying for some bad cuts... I am not a food expert but having tried many Wagyu elsewhere, I have my doubt about the Wagyu served here.","Overall food is fine but don't try the Wagyu series. the beef is substandard at best, and you are most likely paying for some bad cuts... i am not a food expert but having tried many Wagyu elsewhere, i have my doubts about the Wagyu served here.",negative
"Ramen and sushi taste good, but I won't order the fried mushrooms again. Super crowded and slightly noisy",,,,"Ramen and sushi taste good, but I won't order the fried mushrooms again. Super crowded and slightly noisy","Ramen and sushi taste good, but I won't order the fried mushrooms again.",positive
東西貴，服務員臉超臭的，跟以前面比起來差太遠了,,,,東西貴，服務員臉超臭的，跟以前面比起來差太遠了,"East West, the waitress's face smells so bad, it's way too far away from the old one.",negative
Good,,,,Good,That's good.,positive
"The restaurant served Japanese cuisines. There various types food to choose. Beginning from raw seafood to cook pork. Beef and chicken are available. For the price it is above average. But consider the services, it is still acceptable. If you choose this place for dinner, it is best to call for RSVP.",,,,"The restaurant served Japanese cuisines. There various types food to choose. Beginning from raw seafood to cook pork. Beef and chicken are available. For the price it is above average. But consider the services, it is still acceptable. If you choose this place for dinner, it is best to call for RSVP.","The restaurant served Japanese cuisine. There are various types of food to choose from. Starting from raw seafood to cooking pork. Beef and chicken are available. For the price it is above average. But consider the services, it is still acceptable. If you choose this place for dinner, it is best to call for RSVP.",positive
Disappointed wt the set lunch. So much different from the first time we went there. Saba grill fish serve cool...,,,,Disappointed wt the set lunch. So much different from the first time we went there. Saba grill fish serve cool...,"Disappointed with the lunch set, so different from the first time we went there.",negative
Good service. Food quality so so.,,,,Good service. Food quality so so.,"Good service, food quality, so much so.",positive
价钱高 味道好,,,,价钱高 味道好,It's expensive and tastes good.,positive
ExcellentA little pricey,,,,ExcellentA little pricey,ExcellentA little pricey,positive
Nice and good food,,,,Nice and good food,Nice and good food,positive
Best sushi,,,,Best sushi,The best sushi,positive
新鮮,,,,新鮮,Fresh,positive
"Loved it here, sashimi promo was value buy. Salmon was so fresh and well prepared. Soft shell crab don was abit dry, could have done with more sauce.Service was with a smile and very prompt. It was a smooth transition when they changed shifts. Well run place and even adequate staff.",,,,"Loved it here, sashimi promo was value buy. Salmon was so fresh and well prepared. Soft shell crab don was abit dry, could have done with more sauce.Service was with a smile and very prompt. It was a smooth transition when they changed shifts. Well run place and even adequate staff.","I loved it here, sashimi promo was value buy. Salmon was so fresh and well prepared. Soft shell crab don was abit dry, could have done with more sauce. Service was with a smile and very prompt. It was a smooth transition when they changed shifts. Well run place and even adequate staff.",positive
Great food but not the coffee.,,,,Great food but not the coffee.,Great food but not the coffee.,positive
高品質，服務佳,,,,高品質，服務佳,"High quality, good service",positive
好吃,,,,好吃,It's good.,positive
"Best Japanese Restaurant in Melaka . This place has good food, staff and service. Place is really nice ,special mention to Michelle who was really kind, as we had a VIP Card we had 10%off from our bill (Sweet !).Dessert was also really good.",,,,"Best Japanese Restaurant in Melaka . This place has good food, staff and service. Place is really nice ,special mention to Michelle who was really kind, as we had a VIP Card we had 10%off from our bill (Sweet !).Dessert was also really good.","Best Japanese Restaurant in Melaka. This place has good food, staff and service. The place is really nice, especially mention to Michelle who was really kind, as we had a VIP Card we got 10% off our bill (Sweet !). Dessert was also really good.",positive
Friendly waitresses,,,,Friendly waitresses,Friendly waitresses,positive
The food is decent and average. 👍,,,,The food is decent and average. 👍,The food is decent and average. 👍,neutral
Food quality will never disappoint you,,,,Food quality will never disappoint you,Food quality will never disappoint you,positive
fresh food... worth every penny..,,,,fresh food... worth every penny..,Fresh food... worth every penny..,positive
Afternoon dishes more variety,,,,Afternoon dishes more variety,Afternoon dishes more variety,neutral
The services is good and food is tasty. The taste of beef in mini don need to improve but the fried rice is nice. Variety choice for sushi and sushi roll. Environment ambient is good.,,,,The services is good and food is tasty. The taste of beef in mini don need to improve but the fried rice is nice. Variety choice for sushi and sushi roll. Environment ambient is good.,The service is good and the food is tasty. The taste of beef in mini don needs to improve but the fried rice is nice. Variety choice for sushi and sushi roll. Environmental ambiance is good.,positive
Great food with really good service. But perpare to bear the price,,,,Great food with really good service. But perpare to bear the price,Great food with really good service.,positive
Great...,,,,Great...,That's great.,positive
One of the best Japanese Restaurant in town.,,,,One of the best Japanese Restaurant in town.,One of the best Japanese restaurants in town.,positive
料理好吃新鲜,,,,料理好吃新鲜,The food is fresh.,positive
環境不錯,,,,環境不錯,The environment is good.,positive
"ambience, food & service all all superb!",,,,"ambience, food & service all all superb!","ambience, food & service at the superb!",positive
"Good environment, good food, good service as well",,,,"Good environment, good food, good service as well","Good environment, good food, good service as well",positive
I come here almost every month. The portioning seemingly has shrunk. Very disappointed.,,,,I come here almost every month. The portioning seemingly has shrunk. Very disappointed.,"I come here almost every month, the portioning seems to have shrunk, very disappointed.",negative
set meal price Rl start around RM3X and above. Rsw fish is average. Sushi and handroll is nothing extraordinary. Server service are general good desipe restaurant was really pack during busy dinner time,,,,set meal price Rl start around RM3X and above. Rsw fish is average. Sushi and handroll is nothing extraordinary. Server service are general good desipe restaurant was really pack during busy dinner time,Set meal price Rl start around RM3X and above. Rsw fish is average. Sushi and handroll is nothing extraordinary. Server service are general good desipe restaurant was really packed during busy dinner time,neutral
刺身一级棒,,,,刺身一级棒,It's a first-rate stick.,positive
Enjoyed a cosy lunch with my family on 8 Nov 2017. We had the lunch time special ie frm 11am to 12.59pm at RM17.90 per pax. It was splendid! Value for money and sumptuous. Ambience was pleasing and place was clean. Will visit again.,,,,Enjoyed a cosy lunch with my family on 8 Nov 2017. We had the lunch time special ie frm 11am to 12.59pm at RM17.90 per pax. It was splendid! Value for money and sumptuous. Ambience was pleasing and place was clean. Will visit again.,Enjoyed a cozy lunch with my family on 8 November 2017. We had the lunch time special i.e. from 11am to 12.59pm at RM17.90 per pax. It was splendid! value for money and sumptuous. Ambience was pleasant and the place was clean. Will visit again.,positive
good food at reasonable price. Highly recommended,,,,good food at reasonable price. Highly recommended,Good food at a reasonable price.,positive
"Food is fair, price is just ok, but toilet is not up to standard. Toilet tiles are slippery, and the water tap is leaking.",,,,"Food is fair, price is just ok, but toilet is not up to standard. Toilet tiles are slippery, and the water tap is leaking.","Food is fair, price is just fine, but toilet is not up to standard. Toilet tiles are slippery, and the tap is leaking.",neutral
Food are good,,,,Food are good,The food is good.,positive
Decent Japanese food,,,,Decent Japanese food,Decent Japanese food,neutral
Good Japanese food,,,,Good Japanese food,Good Japanese food,positive
"Nice place, good service all around. Reasonably priced items while not compromising over quality.",,,,"Nice place, good service all around. Reasonably priced items while not compromising over quality.","Nice place, good service all around, reasonably priced items without compromising on quality.",positive
Nice Japanese food. Love it...,,,,Nice Japanese food. Love it...,Nice Japanese food.,positive
nice food good services,,,,nice food good services,Good food good services,positive
Always serving great  and quality food,,,,Always serving great and quality food,Always serving great and quality food,positive
Good variety of food with reasonable price,,,,Good variety of food with reasonable price,Good variety of food at reasonable prices,positive
Nice service but got service charges😓😓,,,,Nice service but got service charges😓😓,Nice service but got service charges,positive
馬六甲算好吃的日本料理,,,,馬六甲算好吃的日本料理,It's a good Japanese dish.,positive
Best Japanese food in town,,,,Best Japanese food in town,Best Japanese food in town,positive
Nice Japanese food.,,,,Nice Japanese food.,Nice Japanese food.,positive
Getting better at their taste and quality,,,,Getting better at their taste and quality,Getting better at their taste and quality,positive
"Gutes und frisches Essen, schöne Atmosphäre",,,,"Gutes und frisches Essen, schöne Atmosphäre","Good and fresh food, nice atmosphere",positive
Authentic menu.  Lunch promotions value for money,,,,Authentic menu. Lunch promotions value for money,Authentic menu.Lunch promotions value for money,positive
Nice environment,,,,Nice environment,Nice environment,positive
Worst service ever,,,,Worst service ever,Worst service ever.,negative
Food is nice but worst service.,,,,Food is nice but worst service.,Food is nice but worst service.,negative
