Review_en,text_clean,food_rating,service_rating,atmosphere_rating,sentiment
"Sashimi was fresh and thick cut. The ramen (pork) broth was thick, noodles didn't have alkaline taste. Green tea was topped up often without constantly requesting. Service depended on your server. I felt our server was okay, but there were others that seemed uninterrupted. Kid-friendlinessMy kid decided he didn't want a pink bowl. Server was so kind to change it to a blue bowl for him. They were also careful to warn us about hot food so the kids wouldn't hurt themselves.","sashimi was fresh and was thick cut. the ramen (pork) broth was thick, noodles did not have alkaline taste. green tea was topped up often without need to constantly request. service depended on your server. i felt our server was okay, but there were others that appeared unbothered.",5.0,5.0,5.0,positive
This is not the case.,this is not the case.,4.0,5.0,4.0,positive
"Good quality and fresh Japanese food unlike what you find inside a shopping mall. Their portion is definitely worth it. Finally, the waiters are very professional with good manners. Well done! Recommended dishesDragon Roll, Assorted Sushi and Maki, Salmon Rice BowlParking spaceLots of parkingParkingSufficient parking lots on weekdaysKid-friendlinessSpacious","good quality and fresh japanese food unlike what you find inside shopping mall. their portion is definitely worth it. lastly, the waiters are very professional with good manner. well done!",5.0,5.0,5.0,positive
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
"This is one of the Japanese restaurants I would recommend in Malayalam. The food is delicious, the price is reasonable, the environment and service are good, and the location is easy to find. Order type:",这是我会推荐的马六甲其中一家日本餐厅。食物美味，价格适中，环境和服务也都不错，而且地点位置容易找到。order type:,,,,positive
Next time invite those who can drink sake.,next time must invite those who can drink sake.,5.0,5.0,5.0,positive
"Tryed Tobiko sush taste a little fishy, and negitoro maki doesn't have enough spring onions, and a little too much mayonnaise. Their sushi rice lacks the scent of vinegar, which is less authentic.","tried tobiko sush taste a little fishy, and negitoro maki does not have enough spring onions, and a little too much of mayonaise.their sushi rice is lacking the vinegar's scent, which is less authentic.",3.0,3.0,3.0,negative
"It tastes good, the price is a bit higher!",味道不错，价格偏高一些！food:,,,,positive
"It can be eaten raw or cooked, but a single slice of sushi is more expensive. The environment is good and the service is good. Recommended! Order type:",不管是便当类或拉面都很好吃，可以吃到很饱，只可惜单点寿司会比较贵一些。环境很好 服务也很好 推荐！order type:,,,,positive
This is not the case.,this is not the case.,3.0,3.0,3.0,neutral
That's nice.,nice,5.0,4.0,4.0,positive
This is not the case.,this is not the case.,2.0,4.0,4.0,neutral
Great place for sushi Recommended dishesSalmon Sushi with Truffle Sauce,great place for sushi,5.0,5.0,5.0,positive
"Everything was perfect, fast and very, very good.","vraiment excellent ! tout était parfait, rapide et très très bon.food:",,,,positive
"The restaurant is clean, the cuisine is tasty, and the service is excellent.","the restaurant is clean, the cuisine is tasty, and the service is excellent.",5.0,5.0,5.0,positive
It's a great sushi.,excellent sushiaccueil chaleureux,,,,positive
"Amazing food and good service, thank you.","amazing food and good services, thank you",5.0,5.0,5.0,positive
"I love this restaurant, the ramen with pork bone soup was wonderful.","eu adorei esse restaurante, o ramen com pork bone soup estava maravilhoso. tem uma promoção de ramen por 27,90 myr com sorvete e tempura.",,,,positive
Order type is good:,东西好吃order type:,,,,positive
That's great!,nice!,4.0,4.0,4.0,positive
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
"IMO, one of the best Japanese restaurants in Melaka city. Have been coming here with friends and family over the years and their quality has pretty much remained the same...which is consistently 4 stars. Abit expensive...around rm70-100 average per head. Recommend their Sashimi and buta kakuni (always soft and succulent)... make an early booking just to be safe. Definitely worth a try or 2.","imo, one of the better japanese restaurants in melaka city. have been coming here with friends and family over the years and their quality has pretty much remained the same...which is consistantly 4stars. abit pricey...around rm70-100 average per head. recommend their sashimi and buta kakuni (always soft and succulent)...make an early booking just to be safe. definitely worth a try or 2.",4.0,4.0,4.0,positive
"Food quality level of Melaka superb and value for money. Photo attached. Recommended dishesAnago Tempura, Assorted Sushi and MakiVegetarian optionsButter enoki mushroom",food quality level of melaka superb and value for money. photo attached.,4.0,5.0,4.0,positive
The food is very good. Order type:,偏贵，但份量大，食物不错。 beaming face with smiling eyes order type:,,,,positive
"I was running out of options on a Sunday night so I just picked the restaurant based on sight while driving. Could have asked us to wait 10 minutes for a proper table as we had children, instead of pushing counter seat to us. Stone rice was great, the rest was ok. Price is on the high side for a chain restaurant. Overall still recommended.","was running out of options on a sunday night so just picked the restaurant based on sight while driving. could have asked us to wait for 10mins for a proper table as we had children, i stead of pushing counter seat to us.stone rice was great, the rest was ok. price is on the high side for a chain restaurant. overall still recommended.",4.0,3.0,4.0,neutral
"This is a Japanese restaurant located in Syahbandar area of Melaka.It is a fairly large restaurant.The interior setup is nicely done.A nice atmosphere to have a nice Japanese meal.The food preparation standard here is good.Food especially the Sashimi are fresh.The menu is reasonably wide.Food presentations are good too.Pork dishes are also served here.Food portions are acceptable and ideal.The service is good, fast and professional.Cleanliness is good.Public washrooms are available within the restaurant.Prices are reasonable.Cash, e-wallet and credit card payments are accepted here.Both parking lots are roadside parking lots.There are numerous shops, restaurants and offices nearby, as a result; during peak periods, getting a parking lot may require some patience.Hons can easily patronize this restaurant.Frieddon and Fishdon were fantastically recommended.","this is a japanese restaurant located syahbandar area of melaka.it is a fairly large restaurant. the interior setup is nicely done. a nice atmosphere to have a nice japanese meal.the food preparation standard here is good. food especially the sashimi are fresh. the menu is reasonably wide. food presentations are good too.pork dishes are served here too.food portions are acceptable and ideal.the service is good, fast and professional.cleanliness is good.public washrooms are available within the restaurant.prices are reasonable. cash, e-wallet and credit card payments are accepted here.parkings are roadside parkings. there are numerous shops, restaurants and offices nearby, as a result; during peak periods, getting a parking lot may require some patience.handicapped patrons can patronize this restaurant easily.11-06-2023 : the udon and fried fish were fantastic. both are recommended.",5.0,5.0,5.0,positive
